accident_id,city,state,latitude,longitude,accident_datetime,date,time,hour,day_of_week,month,year,severity,severity_label,vehicle_type,road_type,weather,casualties,fatalities,injured
ACC_000125,Delhi,Delhi,28.731314,77.046713,2020-10-28 18:06:22,2020-10-28,18:06:22,18,2,10,2020,1,Minor,Car,City Road,Night,1,0,0
ACC_000126,Chennai,Tamil Nadu,13.146257,80.213402,2023-12-01 20:12:21,2023-12-01,20:12:21,20,4,12,2023,1,Minor,Motorcycle,City Road,Clear,2,0,1
ACC_000127,Jaipur,Rajasthan,26.924008,75.84965,2023-07-08 20:03:39,2023-07-08,20:03:39,20,5,7,2023,1,Minor,Truck,City Road,Clear,3,0,1
ACC_000128,Jaipur,Rajasthan,26.964598,75.694362,2020-07-27 00:56:33,2020-07-27,00:56:33,0,0,7,2020,2,Serious,Motorcycle,Rural Road,Fog,2,0,2
ACC_000129,Jaipur,Rajasthan,26.890705,75.769824,2022-05-20 00:37:45,2022-05-20,00:37:45,0,4,5,2022,1,Minor,Bus,Highway,Clear,1,1,1
ACC_000130,Chennai,Tamil Nadu,12.993261,80.26802,2021-08-16 17:59:59,2021-08-16,17:59:59,17,0,8,2021,1,Minor,Motorcycle,Highway,Rain,2,0,1
ACC_000131,Pune,Maharashtra,18.567501,73.803872,2022-04-10 08:58:27,2022-04-10,08:58:27,8,6,4,2022,2,Serious,Bicycle,Residential,Rain,3,0,3
ACC_000132,Surat,Gujarat,21.18331,72.927029,2022-08-30 18:29:53,2022-08-30,18:29:53,18,1,8,2022,1,Minor,Motorcycle,Highway,Night,0,0,2
ACC_000133,Mumbai,Maharashtra,19.063036,72.965171,2020-12-21 07:03:38,2020-12-21,07:03:38,7,0,12,2020,2,Serious,Auto-rickshaw,Rural Road,Clear,0,0,0
ACC_000134,Surat,Gujarat,21.220475,72.862491,2021-07-01 00:23:43,2021-07-01,00:23:43,0,3,7,2021,1,Minor,Car,Highway,Clear,2,0,1
ACC_000135,Surat,Gujarat,21.167714,72.737823,2021-08-18 17:42:56,2021-08-18,17:42:56,17,2,8,2021,1,Minor,Car,Rural Road,Clear,0,0,1
ACC_000136,Pune,Maharashtra,18.49909,73.922274,2022-06-14 17:36:57,2022-06-14,17:36:57,17,1,6,2022,3,Fatal,Car,Rural Road,Clear,4,1,0
ACC_000137,Kolkata,West Bengal,22.517663,88.314093,2020-11-22 18:32:16,2020-11-22,18:32:16,18,6,11,2020,3,Fatal,Car,City Road,Clear,5,1,1
ACC_000138,Jaipur,Rajasthan,26.904859,75.769653,2021-09-28 18:11:23,2021-09-28,18:11:23,18,1,9,2021,2,Serious,Car,City Road,Night,2,0,3
ACC_000139,Ahmedabad,Gujarat,23.098066,72.647316,2021-08-26 09:40:39,2021-08-26,09:40:39,9,3,8,2021,3,Fatal,Bus,Highway,Clear,4,1,4
ACC_000140,Jaipur,Rajasthan,26.831207,75.758634,2023-08-13 16:20:07,2023-08-13,16:20:07,16,6,8,2023,2,Serious,Car,Residential,Clear,1,0,3
ACC_000141,Ahmedabad,Gujarat,23.02391,72.591023,2022-10-11 08:36:31,2022-10-11,08:36:31,8,1,10,2022,1,Minor,Car,City Road,Rain,0,0,3
ACC_000142,Pune,Maharashtra,18.444887,73.901737,2023-03-31 08:37:57,2023-03-31,08:37:57,8,4,3,2023,1,Minor,Car,Highway,Clear,2,1,1
ACC_000143,Surat,Gujarat,21.234013,72.839259,2020-07-29 19:56:10,2020-07-29,19:56:10,19,2,7,2020,2,Serious,Motorcycle,City Road,Clear,3,0,0
ACC_000144,Mumbai,Maharashtra,19.023975,72.806094,2020-02-10 18:17:57,2020-02-10,18:17:57,18,0,2,2020,1,Minor,Motorcycle,City Road,Rain,2,1,1
ACC_000145,Bangalore,Karnataka,13.008865,77.508528,2021-03-29 20:59:00,2021-03-29,20:59:00,20,0,3,2021,2,Serious,Car,City Road,Rain,2,1,4
ACC_000146,Bangalore,Karnataka,12.883419,77.674369,2023-02-12 21:58:26,2023-02-12,21:58:26,21,6,2,2023,1,Minor,Car,City Road,Clear,2,0,0
ACC_000147,Chennai,Tamil Nadu,12.9863,80.254989,2020-09-26 21:22:21,2020-09-26,21:22:21,21,5,9,2020,2,Serious,Car,Residential,Rain,1,0,3
ACC_000148,Chennai,Tamil Nadu,13.005216,80.311437,2021-11-06 06:29:08,2021-11-06,06:29:08,6,5,11,2021,1,Minor,Motorcycle,City Road,Clear,0,0,1
ACC_000149,Chennai,Tamil Nadu,13.158148,80.346152,2023-02-24 17:15:28,2023-02-24,17:15:28,17,4,2,2023,2,Serious,Car,City Road,Clear,3,0,3
ACC_000150,Bangalore,Karnataka,13.037457,77.670396,2022-12-24 01:22:46,2022-12-24,01:22:46,1,5,12,2022,1,Minor,Auto-rickshaw,City Road,Clear,0,0,0
ACC_000151,Kolkata,West Bengal,22.598862,88.382239,2020-06-27 09:06:27,2020-06-27,09:06:27,9,5,6,2020,1,Minor,Car,City Road,Rain,3,0,0
ACC_000152,Surat,Gujarat,21.070784,72.739053,2020-09-18 04:07:18,2020-09-18,04:07:18,4,4,9,2020,1,Minor,Auto-rickshaw,City Road,Clear,0,0,0
ACC_000153,Ahmedabad,Gujarat,23.040673,72.578801,2020-02-18 00:07:42,2020-02-18,00:07:42,0,1,2,2020,2,Serious,Car,City Road,Clear,1,1,2
ACC_000154,Mumbai,Maharashtra,18.998768,72.846745,2020-07-01 20:12:10,2020-07-01,20:12:10,20,2,7,2020,1,Minor,Motorcycle,Residential,Clear,1,0,1
ACC_000155,Mumbai,Maharashtra,19.140758,72.968712,2023-06-27 18:24:26,2023-06-27,18:24:26,18,1,6,2023,1,Minor,Bus,Rural Road,Clear,1,0,2
